Year,Region,AFS Name,Sum Pounds,Sum Dollars
2015,Gulf*,"SPONGES, OTHER","18,704","35,030"
2015,Gulf*,SPOT,"57,692","30,876"
2015,Gulf*,SPOTFIN BUTTERFLYFISH,106,511
2015,Gulf*,SPOTFIN HOGFISH,"1,279","24,301"
2015,Gulf*,SPOTFIN JAWFISHES,78,247
2015,Gulf*,SPOTTED BURRFISH,14,151
2015,Gulf*,SPOTTED CLEANER SHRIMP,362,"1,074"
2015,Gulf*,SPOTTED DRUM,72,"2,208"
2015,Gulf*,SPOTTED GAR,NA,NA
2015,Gulf*,SPOTTED GOATFISH,30,444
2015,Gulf*,SPOTTED MORAY,105,850
2015,Gulf*,SPOTTED PORCELAIN CRAB,"16,633","18,050"
2015,Gulf*,SPOTTED SPINY LOBSTER,74,"1,069"
2015,Gulf*,SPOTTED TRUNKFISH,11,180
2015,Gulf*,"SQUID,ATLANTIC BRIEF",940,"1,417"
2015,Gulf*,SQUIDS,"13,688","17,942"
2015,Gulf*,SQUIRRELFISHES,"2,613","6,555"
2015,Gulf*,"STAR, SERPENT BRITTLE","15,219","17,330"
2015,Gulf*,STAREYE HERMIT,"1,405",274
2015,Gulf*,STARGAZER FAMILY,19,32
2015,Gulf*,"STARS, BRITTLE","8,317","9,841"
2015,Gulf*,"STARS, OTHER SEA","2,636","11,999"
2015,Gulf*,STOMOLOPHUS,"4,675","4,056"
2015,Gulf*,STOPLIGHT PARROTFISH,127,"2,474"
2015,Gulf*,STRIPED BURRFISH,"3,687","4,142"
2015,Gulf*,STRIPED PARROTFISH,146,"1,327"
2015,Gulf*,SUCKERS,"12,960","8,060"
2015,Gulf*,SUN ANEMONE,614,190
2015,Gulf*,SUNSHINEFISH,"1,418","1,914"
2015,Gulf*,SURGEONFISHES,36,152
2015,Gulf*,SWORDFISH,"1,000,687","3,247,437"
2015,Gulf*,TEGULA,"6,853","3,278"
2015,Gulf*,TEUTHIDA,"54,083","33,890"
2015,Gulf*,THINSTRIPE HERMIT,"14,912","8,098"
2015,Gulf*,THREERIDGE,NA,NA
2015,Gulf*,THREESPOT DAMSELFISH,30,69
2015,Gulf*,TIGER GOBY,160,259
2015,Gulf*,TILAPIAS,"148,422","99,361"
2015,Gulf*,"TILEFISH, ANCHOR",NA,NA
2015,Gulf*,"TILEFISH, BLACKLINE",NA,NA
2015,Gulf*,"TILEFISH, BLUELINE","68,765","106,311"
2015,Gulf*,"TILEFISH, GOLDEN","979,819","2,970,509"
2015,Gulf*,"TILEFISH, GOLDFACE",NA,NA
2015,Gulf*,"TILEFISH, SAND",441,596
2015,Gulf*,TILEFISHES,NA,NA
2015,Gulf*,TOADFISHES,171,419
2015,Gulf*,TOBACCOFISH,401,"1,173"
2015,Gulf*,TRICOLOR HERMIT,"2,433,006","290,239"
2015,Gulf*,"TRIGGERFISH, GRAY","163,007","348,187"
2015,Gulf*,"TRIGGERFISH, OCEAN","2,975","5,371"
2015,Gulf*,"TRIGGERFISH, QUEEN","1,601","3,093"
2015,Gulf*,TRIPLETAIL,"12,180","44,822"
2015,Gulf*,TROCHIDAE,"3,571","1,003"
2015,Gulf*,TRUE CRABS,"38,316","22,877"
2015,Gulf*,TRUE TULIP,494,438
2015,Gulf*,TRUMPETFISH,89,198
2015,Gulf*,"TUNA, ALBACORE","197,809","235,493"
2015,Gulf*,"TUNA, BIGEYE","264,315","982,585"
2015,Gulf*,"TUNA, BLACKFIN","41,539","57,692"
2015,Gulf*,"TUNA, BLUEFIN","39,511","181,793"
2015,Gulf*,"TUNA, LITTLE TUNNY","439,392","181,186"
2015,Gulf*,"TUNA, SKIPJACK",409,463
2015,Gulf*,"TUNA, YELLOWFIN","1,260,106","5,195,853"
2015,Gulf*,TUNAS,25,60
2015,Gulf*,TURBINIDAE,"2,099,257","313,189"
2015,Gulf*,"TURTLE, SNAPPING",95,145
2015,Gulf*,TURTLES,"1,934","1,252"
2015,Gulf*,TWOSPOT CARDINALFISH,86,355
2015,Gulf*,UCA,"477,790","17,053"
2015,Gulf*,ULOTRICHALES,"3,097","74,364"
2015,Gulf*,UNIDENTIFIED (SHARKS),"15,734","1,573"
2015,Gulf*,WAHOO,"71,380","183,083"
2015,Gulf*,WENCHMAN,"12,937","6,610"
2015,Gulf*,"WHELK, LIGHTNING","3,680","3,897"
2015,Gulf*,WHITESPOTTED FILEFISH,104,"1,339"
2015,Gulf*,WITHHELD FOR CONFIDENTIALITY,NA,NA
2015,Gulf*,WRASSE BASS,6,375
2015,Gulf*,WRASSE BLENNY,8,41
2015,Gulf*,WRASSE FAMILY,653,"2,554"
2015,Gulf*,WRECKFISH,"177,944","644,012"
2015,Gulf*,XYRICHTYS,144,853
2015,Gulf*,YELLOW GOATFISH,169,"5,055"
2015,Gulf*,YELLOW JACK,"29,064","33,696"
2015,Gulf*,YELLOW STINGRAY,274,"2,764"
2015,Gulf*,YELLOWHEAD JAWFISH,"5,866","25,926"
2015,Gulf*,YELLOWHEAD WRASSE,522,"1,462"
2015,Gulf*,YELLOWLINE ARROW CRAB,"6,293","7,314"
2015,Gulf*,YELLOWLINE GOBY,1,1
2015,Gulf*,YELLOWTAIL DAMSELFISH,358,"1,380"
2015,Gulf*,YELLOWTAIL REEFFISH,4,11
2015,South Atlantic*,ACTINIIDAE,"14,325","13,342"
2015,South Atlantic*,ALPHEUS,"1,657","2,145"
2015,South Atlantic*,"AMBERJACK, GREATER","843,027","1,314,431"
2015,South Atlantic*,"AMBERJACK, LESSER","3,833","5,462"
2015,South Atlantic*,AMPHINOMIDAE,4,26
2015,South Atlantic*,ANCHOVIES,"1,395","1,447"
2015,South Atlantic*,"ANEMONE, GIANT CARIBBEAN",7,9
2015,South Atlantic*,ANGELWING,1,2
2015,South Atlantic*,APLYSIIDAE,735,"2,682"
2015,South Atlantic*,ATLANTIC BUMPER,"58,453","23,377"
2015,South Atlantic*,ATLANTIC DEER COWRIE,278,494
2015,South Atlantic*,ATLANTIC MENHADEN,"646,033","179,148"
2015,South Atlantic*,ATLANTIC PYGMY OCTOPUS,167,757
2015,South Atlantic*,ATLANTIC SPADEFISH,"7,519","9,158"
2015,South Atlantic*,ATLANTIC THORNY OYSTER,253,"1,290"
2015,South Atlantic*,ATLANTIC WHITE-SPOTTED OCTOPUS,50,300
2015,South Atlantic*,BALLONFISH,199,"1,787"
2015,South Atlantic*,BANDED BLENNY,75,154
2015,South Atlantic*,BANDED BUTTERFLYFISH,186,734
2015,South Atlantic*,BANDED CORAL SHRIMP,"2,750","5,602"
2015,South Atlantic*,BANDED GUITARFISH,10,326
2015,South Atlantic*,BANK BUTTERFLYFISH,3,160
2015,South Atlantic*,BAR JACK,"55,422","64,240"
2015,South Atlantic*,BARRED BLENNY,7,6
2015,South Atlantic*,BARRELFISH,"67,461","245,342"
2015,South Atlantic*,BASKET STAR,483,"1,435"
2015,South Atlantic*,"BASS, BLACK SEA","139,630","191,495"
2015,South Atlantic*,"BASS, LONGTAIL",56,143
2015,South Atlantic*,"BASS, ROCK SEA","34,122","33,721"
2015,South Atlantic*,"BASSES, MIXED SEA","1,868","2,179"
2015,South Atlantic*,BATHYONUS,12,NA
2015,South Atlantic*,BEAUGREGORY,288,862
2015,South Atlantic*,BELTED SANDFISH,15,71
2015,South Atlantic*,BICOLOR DAMSELFISH,190,289
2015,South Atlantic*,BIGEYE FAMILY,"2,273","3,521"
2015,South Atlantic*,BIGSCALE POMFRET,72,118
2015,South Atlantic*,"BISCUIT, INFLATED SEA",60,77
2015,South Atlantic*,"BISCUITS, SEA",128,350
2015,South Atlantic*,BLACK BRITTLE STAR,"11,715","15,083"
2015,South Atlantic*,BLACK BROTULA,3,90
2015,South Atlantic*,BLACK DURGON,2,60
2015,South Atlantic*,BLACK MARGATE,1,30
2015,South Atlantic*,BLACKBAR SOLDIERFISH,14,136
2015,South Atlantic*,BLACKEAR WRASSE,16,89
2015,South Atlantic*,BLACKEDGE MORAY,74,374
2015,South Atlantic*,BLUE ANGELFISH,"4,040","66,152"
2015,South Atlantic*,BLUE CHROMIS,"6,238","20,027"
2015,South Atlantic*,BLUE PARROTFISH,61,"1,602"
2015,South Atlantic*,BLUE TANG,"4,264","30,517"
2015,South Atlantic*,BLUEFISH,"270,672","180,431"
2015,South Atlantic*,BLUEHEAD,"4,018","9,032"
2015,South Atlantic*,BONEFISH,"33,533","44,359"
2015,South Atlantic*,BOX CRABS,125,568
2015,South Atlantic*,BOXFISH GENUS,99,166
2015,South Atlantic*,BOXFISHES,312,633
2015,South Atlantic*,BROWN CHROMIS,453,"3,026"
2015,South Atlantic*,BRUISED NASSA,"166,457","36,967"
2015,South Atlantic*,BRYOPSIDALES,"7,656","7,866"
2015,South Atlantic*,BRYOZOANS,77,965
2015,South Atlantic*,BUTTER HAMLET,786,"2,931"
2015,South Atlantic*,CARDINALFISH FAMILY,14,9
2015,South Atlantic*,CARIBBEAN REEF OCTOPUS,62,349
2015,South Atlantic*,CASSIS,100,10
2015,South Atlantic*,"CATFISHES, SEA","33,885","19,039"
2015,South Atlantic*,CAULERPACEAE,"1,554","9,156"
2015,South Atlantic*,CAVE BASSLET,2,8
2015,South Atlantic*,CHALK BASS,227,634
2015,South Atlantic*,CHAMIDAE,60,115
2015,South Atlantic*,CHERUBFISH,233,"1,324"
2015,South Atlantic*,CHESTNUT TURBAN,"96,621","16,715"
2015,South Atlantic*,"CLAM, SUNRAY VENUS",2,35
2015,South Atlantic*,CLAMS OR BIVALVES,593,"5,279"
2015,South Atlantic*,CLEANER SHRIMP,17,110
2015,South Atlantic*,CLINGFISH FAMILY,155,169
2015,South Atlantic*,CLOWN WRASSE,703,"1,693"
2015,South Atlantic*,COBIA,"108,668","386,742"
2015,South Atlantic*,COCOA DAMSELFISH,44,84
2015,South Atlantic*,COMBTOOTH BLENNY FAMILY,"1,349","2,655"
2015,South Atlantic*,COMMON OCTOPUS,"1,455","4,251"
2015,South Atlantic*,CONEY,89,339
2015,South Atlantic*,CONUS,"9,305","1,371"
2015,South Atlantic*,CORALLIMORPHARIA,786,"6,652"
2015,South Atlantic*,CORALLINACEAE,733,840
2015,South Atlantic*,CORALS,"18,866","73,202"
2015,South Atlantic*,"COWRIE, ATLANTIC GRAY",19,13
2015,South Atlantic*,"CRAB, BLUE","6,656,770","12,135,117"
2015,South Atlantic*,"CRAB, DEEPSEA GOLDEN","760,501","2,772,016"
2015,South Atlantic*,"CRAB, HORSESHOE","31,873","39,426"
2015,South Atlantic*,CRABS,"5,503","6,895"
2015,South Atlantic*,CREOLE WRASSE,466,"3,887"
2015,South Atlantic*,"CROAKER, ATLANTIC","42,140","59,287"
2015,South Atlantic*,CROWN CONCH,997,"1,095"
2015,South Atlantic*,CRUSTACEANS,"5,271,331","106,360"
2015,South Atlantic*,CUBBYU,10,44
2015,South Atlantic*,"CUCUMBERS, OTHER SEA","1,268","2,835"
2015,South Atlantic*,CUSK-EELS,"3,069","4,485"
2015,South Atlantic*,CUTLASSFISHES,"56,305","107,488"
2015,South Atlantic*,DAMSELFISH FAMILY,26,115
2015,South Atlantic*,DEEPWATER CORAL,"1,880","6,277"
2015,South Atlantic*,DEEPWATER SQUIRRELFISH,1,12
2015,South Atlantic*,DISCOSOMA,"1,848","13,323"
2015,South Atlantic*,DOCTORFISH,195,"1,228"
2015,South Atlantic*,"DOLLAR, NOTCHED SAND",78,78
2015,South Atlantic*,"DOLLARS, OTHER SAND","239,923","37,467"
2015,South Atlantic*,"DOLLARS, SIX-HOLED KEYHOLE SAND",15,101
2015,South Atlantic*,DOLPHINFISH,"430,217","1,081,675"
2015,South Atlantic*,"DRUM, BLACK","94,378","111,903"
2015,South Atlantic*,DUSKY DAMSELFISH,11,17
2015,South Atlantic*,DUSKY JAWFISH,516,798
2015,South Atlantic*,DWARF SEAHORSE,"29,173","71,291"
2015,South Atlantic*,"EEL, MORAYS",210,286
2015,South Atlantic*,EELS,50,194
2015,South Atlantic*,"EELS, CONGER",80,87
2015,South Atlantic*,FALSE ARROW CRAB,"1,632","2,358"
2015,South Atlantic*,FEATHER STARS,4,12
2015,South Atlantic*,FILEFISH,85,599
2015,South Atlantic*,"FILEFISH, PYGMY",42,52
2015,South Atlantic*,FINFISH,"2,524","8,681"
2015,South Atlantic*,FLAMEFISH,"1,305","2,617"
2015,South Atlantic*,FLAMINGO TONGUE,92,73
2015,South Atlantic*,FLATFISH,428,615
2015,South Atlantic*,FLORIDA BLENNY,237,265
2015,South Atlantic*,FLORIDA CORALLIMORPHARIAN,"7,612","34,957"
2015,South Atlantic*,FLORIDA FIGHTING CONCH,"8,135","9,139"
2015,South Atlantic*,FLORIDA REGAL DORIS,84,483
2015,South Atlantic*,FLORIDA SEA CUCUMBER,"18,468","16,088"
2015,South Atlantic*,FLORIDA SNAIL CERITHIDEA,"442,562","74,461"
2015,South Atlantic*,"FLOUNDER, SOUTHERN","87,991","259,754"
2015,South Atlantic*,"FLOUNDER, SUMMER","7,629","23,630"
2015,South Atlantic*,FLOUNDERS,"28,108","84,371"
2015,South Atlantic*,FLYINGFISHES,"4,332","5,458"
2015,South Atlantic*,FORAMS,"9,285","16,857"
2015,South Atlantic*,FOUREYE BUTTERFLYFISH,930,"3,604"
2015,South Atlantic*,FRENCH ANGELFISH,"1,669","34,191"
2015,South Atlantic*,FROGFISHES,2,30
2015,South Atlantic*,FURCATE SPIDER CRAB,"2,442","2,527"
2015,South Atlantic*,GAG,"744,234","3,276,613"
2015,South Atlantic*,GIANT HERMIT,576,"1,146"
2015,South Atlantic*,GLASS BLENNY,42,67
2015,South Atlantic*,GLASSEYE SNAPPER,26,"1,040"
2015,South Atlantic*,GLASSY SWEEPER,301,"5,850"
2015,South Atlantic*,GOATFISHES,"40,835","14,342"
2015,South Atlantic*,GOBY FAMILY,"1,048","1,557"
2015,South Atlantic*,GOLDEN CORAL SHRIMP,290,"1,455"
2015,South Atlantic*,GOLDENTAIL MORAY,51,876
2015,South Atlantic*,GOLDSPOTTED EEL,13,124
2015,South Atlantic*,GRAY ANGELFISH,"3,089","38,171"
2015,South Atlantic*,GRAYSBY,330,"1,448"
2015,South Atlantic*,GREAT BARRACUDA,"117,552","136,174"
2015,South Atlantic*,GREEN CLINGING CRAB,"296,755","191,785"
2015,South Atlantic*,GREEN MORAY,53,"3,210"
2015,South Atlantic*,GREEN SEA MAT,"11,516","8,475"
2015,South Atlantic*,GREEN SEA URCHIN,"36,120","63,889"
2015,South Atlantic*,GROOVED-BLADE SEA WHIP,"12,345","49,294"
2015,South Atlantic*,"GROUPER, BLACK","141,965","604,374"
2015,South Atlantic*,"GROUPER, RED","5,677,928","18,973,569"
2015,South Atlantic*,"GROUPER, SNOWY","189,687","731,981"
2015,South Atlantic*,"GROUPER, WARSAW","12,977","40,872"
2015,South Atlantic*,"GROUPER, YELLOWEDGE","508,356","2,028,313"
2015,South Atlantic*,"GROUPER, YELLOWFIN",473,"1,795"
2015,South Atlantic*,"GROUPER, YELLOWMOUTH",66,313
2015,South Atlantic*,GROUPERS,246,"1,157"
2015,South Atlantic*,"GRUNT, COTTONWICK",67,172
2015,South Atlantic*,"GRUNT, FRENCH","2,812","36,409"
2015,South Atlantic*,"GRUNT, TOMTATE",80,250
2015,South Atlantic*,GRUNTS,"268,004","359,322"
2015,South Atlantic*,GULF BUTTERFISH,"395,308","140,614"
2015,South Atlantic*,GULF FLOUNDER,"47,834","142,482"
2015,South Atlantic*,GYMNACHIRUS,17,68
2015,South Atlantic*,HAIRY BLENNY,18,45
2015,South Atlantic*,"HAKES, RED AND WHITE",590,"1,272"
2015,South Atlantic*,HALICLONA COMPRESSA,"5,263","16,029"
2015,South Atlantic*,HALIEUTICHTHYS,795,"1,005"
2015,South Atlantic*,HALIMEDA,"7,503","6,780"
2015,South Atlantic*,HARLEQUIN BASS,633,"1,996"
2015,South Atlantic*,HARVESTFISH,58,28
2015,South Atlantic*,HAWKWING CONCH,160,442
2015,South Atlantic*,HEMIRAMPHUS,"993,846","807,652"
2015,South Atlantic*,"HERRING, ATLANTIC THREAD","1,415,107","297,415"
2015,South Atlantic*,"HERRING, ROUND",168,168
2015,South Atlantic*,HERRINGS,"10,005","2,351"
2015,South Atlantic*,HIGH-HAT,"2,194","5,867"
2015,South Atlantic*,"HIND, RED",954,"2,599"
2015,South Atlantic*,"HIND, ROCK",506,"1,386"
2015,South Atlantic*,"HIND, SPECKLED","64,884","220,039"
2015,South Atlantic*,HIPPOSPONGIA,"118,719","329,250"
2015,South Atlantic*,HOGFISH,"50,487","223,868"
2015,South Atlantic*,HONEYCOMB COWFISH,644,995
2015,South Atlantic*,HORSE CONCH,"1,461","3,624"
2015,South Atlantic*,HYDRALIKE ANIMALS,7,262
2015,South Atlantic*,INSHORE LIZARDFISH,2,14
2015,South Atlantic*,IRISH POMPANO,"60,899","88,387"
2015,South Atlantic*,"JACK, ALMACO","68,175","78,827"
2015,South Atlantic*,"JACK, CREVALLE","688,585","536,605"
2015,South Atlantic*,"JACK, HORSE-EYE",342,329
2015,South Atlantic*,JACKKNIFE-FISH,622,"3,720"
2015,South Atlantic*,JACKS,"94,767","67,247"
2015,South Atlantic*,JAMAICAN CASSIOPEA,"2,454","7,882"
2015,South Atlantic*,JANTHINIDAE,35,12
2015,South Atlantic*,JAWFISH FAMILY,72,"1,465"
2015,South Atlantic*,JELLYFISH,634,"3,469"
2015,South Atlantic*,KEY BROTULA,13,65
2015,South Atlantic*,KEYHOLE SAND DOLLAR,"1,155,387","258,298"
2015,South Atlantic*,KINGFISHES,"136,055","173,472"
2015,South Atlantic*,KYPHOSUS SECTATOR,"1,143","1,032"
2015,South Atlantic*,LADYFISH,"724,317","540,361"
2015,South Atlantic*,LAND HERMIT CRABS,"2,127",532
2015,South Atlantic*,LANTERN BASS,151,435
2015,South Atlantic*,LEATHERJACKETS,19,184
2015,South Atlantic*,LESSER ELECTRIC RAY,17,693
2015,South Atlantic*,LETTUCE SLUG,"6,108","4,842"
2015,South Atlantic*,LIMULUS,234,NA
2015,South Atlantic*,LINED SEAHORSE,"5,354","30,189"
2015,South Atlantic*,LIONFISHES,"74,494","328,117"
2015,South Atlantic*,LIONS-PAW SCALLOP,1,4
2015,South Atlantic*,LIZARDFISH FAMILY,6,NA
2015,South Atlantic*,"LOBSTER, CARIBBEAN SPINY","5,931,208","47,792,322"
2015,South Atlantic*,"LOBSTER, SLIPPER",531,687
2015,South Atlantic*,LONGFIN DAMSELFISH,9,14
2015,South Atlantic*,LONGSNOUT BUTTERFLYFISH,42,666
2015,South Atlantic*,LOOKDOWN,"8,308","41,012"
2015,South Atlantic*,LOXORHYNCHUS,"14,412","9,612"
2015,South Atlantic*,"MACKEREL SHARKS, UNCLASSIFIED","23,460","374,318"
2015,South Atlantic*,"MACKEREL, ATLANTIC","98,503","23,968"
2015,South Atlantic*,"MACKEREL, CERO","6,957","10,347"
2015,South Atlantic*,"MACKEREL, KING","3,084,813","6,602,473"
2015,South Atlantic*,"MACKEREL, SPANISH","2,305,053","2,675,906"
2015,South Atlantic*,MANTIS SHRIMPS,673,"4,905"
2015,South Atlantic*,MARBLED BLENNY,76,110
2015,South Atlantic*,MARBLED GROUPER,109,261
2015,South Atlantic*,MARGINELLIDAE,"6,368",685
2015,South Atlantic*,MARINE WORM,19,75
2015,South Atlantic*,MEASLED COWRIE,40,66
2015,South Atlantic*,MENIPPE,"2,816,915","36,607,424"
2015,South Atlantic*,MESOGASTROPODA,439,299
2015,South Atlantic*,MIDNIGHT PARROTFISH,20,869
2015,South Atlantic*,MILK CONCH,74,100
2015,South Atlantic*,MITHRACULUS,338,265
2015,South Atlantic*,MITHRACULUS RUBER,"4,819","3,059"
2015,South Atlantic*,MITHRAX,"53,215","31,613"
2015,South Atlantic*,MOJARRAS,"317,422","376,154"
2015,South Atlantic*,"MOONFISH, ATLANTIC","55,048","44,229"
2015,South Atlantic*,"MULLET, STRIPED (LIZA)","9,970,152","7,026,036"
2015,South Atlantic*,"MULLET, WHITE","243,848","155,315"
2015,South Atlantic*,MURICIDAE,"1,600","1,950"
2015,South Atlantic*,NAKED GOBY,9,9
2015,South Atlantic*,NASSARIUS,"290,950","46,031"
2015,South Atlantic*,NEON GOBY,"6,603","15,853"
2015,South Atlantic*,NERITIDAE,"160,285","42,824"
2015,South Atlantic*,NIMBLE SPRAY CRAB,"2,631","4,880"
2015,South Atlantic*,NUDIBRANCHS,"7,069","8,502"
2015,South Atlantic*,OCEAN SURGEON,946,"5,575"
2015,South Atlantic*,OCELLATED FROGFISH,2,40
2015,South Atlantic*,OCTOPUS,"16,467","38,744"
2015,South Atlantic*,OILFISH,"4,517","4,529"
2015,South Atlantic*,OLIVIDAE,"3,154","1,691"
2015,South Atlantic*,OPAH,469,576
2015,South Atlantic*,ORANGECLAW HERMIT,"19,349","3,975"
2015,South Atlantic*,ORANGESPOTTED FILEFISH,64,397
2015,South Atlantic*,"OYSTER, EASTERN","901,457","5,008,008"
2015,South Atlantic*,PAGURISTES ERYTHROPS,5,3
2015,South Atlantic*,PAGURISTES PUNCTICEPS,387,102
2015,South Atlantic*,PAGUROIDEA,"161,522","59,110"
2015,South Atlantic*,PALYTHOA,"1,480","3,059"
2015,South Atlantic*,PARROTFISHES,"1,446","1,880"
2015,South Atlantic*,PEDERSON CLEANER SHRIMP,556,"1,623"
2015,South Atlantic*,PENAEUS,"2,216,787","10,663,358"
2015,South Atlantic*,PENICILLUS,"16,471","14,000"
2015,South Atlantic*,"PENS/PANSIES, SEA",121,"1,331"
2015,South Atlantic*,PEPPERMINT BASS,8,400
2015,South Atlantic*,PEPPERMINT SHRIMP,"1,064,749","278,505"
2015,South Atlantic*,PERIWINKLES,"15,982","1,521"
2015,South Atlantic*,PERMIT,"6,612","10,635"
2015,South Atlantic*,PILOTFISH,1,2
2015,South Atlantic*,PINFISH,"96,097","226,311"
2015,South Atlantic*,"PINFISH, SPOTTAIL",228,184
2015,South Atlantic*,PINNIDAE,181,"1,167"
2015,South Atlantic*,PIPEFISHES,675,"1,394"
2015,South Atlantic*,PLANEHEAD FILEFISH,"1,218","1,314"
2015,South Atlantic*,POLKADOTTED HERMIT,"6,235","2,550"
2015,South Atlantic*,POLYPLACOPHORA,"3,394","7,596"
2015,South Atlantic*,"POMFRETS, UNCLASSIFIED",100,225
2015,South Atlantic*,"POMPANO, AFRICAN","6,758","17,683"
2015,South Atlantic*,"POMPANO, FLORIDA","128,663","657,590"
2015,South Atlantic*,PORCUPINEFISH,575,"3,122"
2015,South Atlantic*,"PORGY, JOLTHEAD","29,796","39,739"
2015,South Atlantic*,"PORGY, KNOBBED","11,719","7,975"
2015,South Atlantic*,"PORGY, LITTLEHEAD",263,151
2015,South Atlantic*,"PORGY, LONGSPINE","6,003",906
2015,South Atlantic*,"PORGY, RED","259,242","387,028"
2015,South Atlantic*,"PORGY,GRASS","2,512","2,721"
2015,South Atlantic*,PORKFISH,"4,597","19,059"
2015,South Atlantic*,PRINCESS PARROTFISH,208,"1,854"
2015,South Atlantic*,PUDDINGWIFE (WRASSE),54,357
2015,South Atlantic*,PUFFERS,"2,570","5,043"
2015,South Atlantic*,PURPLE REEFFISH,"1,559","2,153"
2015,South Atlantic*,PURPLE-SPINED SEA URCHIN,"5,152","25,195"
2015,South Atlantic*,QUEEN ANGELFISH,"4,302","99,123"
2015,South Atlantic*,RAINBOW PARROTFISH,46,"1,880"
2015,South Atlantic*,RANELLIDAE,1,5
2015,South Atlantic*,"RAY,STINGRAYS",130,"19,738"
2015,South Atlantic*,RAYS,"3,485","5,455"
2015,South Atlantic*,"RAYS, BUTTERFLY",3,248
2015,South Atlantic*,RED BEADED ANEMONE,"24,342","101,068"
2015,South Atlantic*,RED BREAM,85,192
2015,South Atlantic*,RED-RIDGED CLINGING CRAB,"2,175","2,783"
2015,South Atlantic*,REDBAND PARROTFISH,122,687
2015,South Atlantic*,REDFINGER RUBBLE CRAB,428,541
2015,South Atlantic*,REDLIP BLENNY,25,67
2015,South Atlantic*,REDSPOTTED HAWKFISH,300,456
2015,South Atlantic*,REEF BUTTERFLYFISH,642,"3,015"
2015,South Atlantic*,REEF CROAKER,74,"1,394"
2015,South Atlantic*,REEF SCORPIONFISH,537,"1,533"
2015,South Atlantic*,REEF SQUIRRELFISH,276,"2,497"
2015,South Atlantic*,REMORA FAMILY,18,78
2015,South Atlantic*,RINGED ANEMONE,494,846
2015,South Atlantic*,ROCK BEAUTY,"4,537","29,382"
2015,South Atlantic*,ROCK BORING URCHIN,"7,644","5,709"
2015,South Atlantic*,ROCK SHRIMP,"1,438,140","2,350,233"
2015,South Atlantic*,"ROSEFISH, BLACKBELLY","6,116","17,195"
2015,South Atlantic*,ROUGHTONGUE BASS,100,"5,000"
2015,South Atlantic*,"RUDDERFISH, BANDED","66,607","56,581"
2015,South Atlantic*,"RUNNER, BLUE","270,690","230,917"
2015,South Atlantic*,SABELLIDAE,94,455
2015,South Atlantic*,SADDLED BLENNY,135,270
2015,South Atlantic*,SAILFIN BLENNY,"2,000","5,192"
2015,South Atlantic*,SAND CRABS,"7,826","66,104"
2015,South Atlantic*,SAND PERCH,694,"2,683"
2015,South Atlantic*,"SAND PERCH, DWARF",2,3
2015,South Atlantic*,"SARDINE, SPANISH","1,339,497","250,965"
2015,South Atlantic*,SARGASSUM PIPEFISH,733,"1,824"
2015,South Atlantic*,SARGASSUMFISH,25,163
2015,South Atlantic*,"SCAD, BIGEYE","308,396","356,512"
2015,South Atlantic*,"SCAD, ROUND","316,031","243,594"
2015,South Atlantic*,SCALED SARDINE,"13,388","72,267"
2015,South Atlantic*,SCALLOPS,739,"2,551"
2015,South Atlantic*,SCALY BRITTLE STAR,"12,658","15,858"
2015,South Atlantic*,SCAMP,"216,257","890,075"
2015,South Atlantic*,SCORPIONFISHES,"3,846","5,855"
2015,South Atlantic*,SCRAWLED COWFISH,"1,647","1,451"
2015,South Atlantic*,SCRAWLED FILEFISH,45,780
2015,South Atlantic*,SCUPS OR PORGIES,"126,461","153,203"
2015,South Atlantic*,SCYLLARIDES,893,"3,617"
2015,South Atlantic*,"SEA URCHINS, UNCLASSIFIED","3,528","4,895"
2015,South Atlantic*,SEAHORSE GENUS,173,779
2015,South Atlantic*,SEAROBINS,617,"1,047"
2015,South Atlantic*,"SEATROUT, SAND",754,743
2015,South Atlantic*,"SEATROUT, SPOTTED","47,682","122,160"
2015,South Atlantic*,"SEATROUT, WEAKFISH","5,935","10,911"
2015,South Atlantic*,SERGEANT MAJOR,269,780
2015,South Atlantic*,SERPULIDAE,53,363
2015,South Atlantic*,SESSILE TUNICATES,709,"1,549"
2015,South Atlantic*,"SHAD, GIZZARD","17,665","7,035"
2015,South Atlantic*,"SHARK, ATLANTIC SHARPNOSE","127,917","103,871"
2015,South Atlantic*,"SHARK, BLACKNOSE","60,374","43,890"
2015,South Atlantic*,"SHARK, BLACKTIP","223,848","135,385"
2015,South Atlantic*,"SHARK, BONNETHEAD","6,865","13,456"
2015,South Atlantic*,"SHARK, BULL","37,228","17,825"
2015,South Atlantic*,"SHARK, FINETOOTH","8,454","6,716"
2015,South Atlantic*,"SHARK, GREAT HAMMERHEAD","28,345","5,411"
2015,South Atlantic*,"SHARK, LEMON","34,920","15,912"
2015,South Atlantic*,"SHARK, NURSE",43,"4,290"
2015,South Atlantic*,"SHARK, SANDBAR","197,594","92,293"
2015,South Atlantic*,"SHARK, SCALLOPED HAMMERHEAD","16,590","8,597"
2015,South Atlantic*,"SHARK, SHORTFIN MAKO","18,296","25,482"
2015,South Atlantic*,"SHARK, SILKY","2,446","1,140"
2015,South Atlantic*,"SHARK, SPINNER","4,893","2,878"
2015,South Atlantic*,"SHARK, TIGER","24,076","11,641"
2015,South Atlantic*,"SHARKS, UNCLASSIFIED","263,774","130,396"
